data_year,ori,pub_agency_name,pub_agency_unit,state_abbr,division_name,region_name,county_name,agency_type_name,population_group_desc,population,male_officer_ct,male_civilian_ct,male_total_ct,female_officer_ct,female_civilian_ct,female_total_ct,officer_ct,civilian_ct,total_pe_ct,pe_ct_per_1000
2018,TX2150100,Breckenridge,,TX,West South Central,South,STEPHENS,City,"Cities from 2,500 thru 9,999",5396,11,0,11,1,5,6,12,5,17,3.15
2018,TX2400100,Laredo,,TX,West South Central,South,WEBB,City,"Cities from 250,000 thru 499,999",264214,,,,,,,,,,
2018,TX2470800,Independent School District:,Floresville,TX,West South Central,South,WILSON,Other,"Cities under 2,500",0,0,0,0,0,0,0,0,0,0,
2018,TXCBP7000,Customs and Border Protection Sierra Blanca Station,,TX,West South Central,South,N/A,Federal,"Cities under 2,500",0,,,,,,,,,,
2018,TX0300100,Baird,,TX,West South Central,South,CALLAHAN,City,"Cities under 2,500",1506,,,,,,,,,,
2018,TX0480000,Concho,,TX,West South Central,South,CONCHO,County,"Non-MSA counties under 10,000",2585,,,,,,,,,,
2018,TX0572600,University of Texas:,Southwestern Medical School,TX,West South Central,South,DALLAS,University or College,"Cities under 2,500",0,37,59,96,6,35,41,43,94,137,
2018,TX0580100,Lamesa,,TX,West South Central,South,DAWSON,City,"Cities from 2,500 thru 9,999",9183,,,,,,,,,,
2018,TX0612800,Hickory Creek,,TX,West South Central,South,DENTON,City,"Cities from 2,500 thru 9,999",4795,,,,,,,,,,
2018,TX0790300,Rosenberg,,TX,West South Central,South,FORT BEND,City,"Cities from 25,000 thru 49,999",38541,79,4,83,8,20,28,87,24,111,2.88
2018,TX0900200,Pampa,,TX,West South Central,South,GRAY,City,"Cities from 10,000 thru 24,999",17412,,,,,,,,,,
2018,TX0910400,Sherman,,TX,West South Central,South,GRAYSON,City,"Cities from 25,000 thru 49,999",42448,65,2,67,1,21,22,66,23,89,2.10
2018,TX0950100,Abernathy,,TX,West South Central,South,LUBBOCK; HALE,City,"Cities from 2,500 thru 9,999",2743,5,0,5,0,0,0,5,0,5,1.82
2018,TX1050100,San Marcos,,TX,West South Central,South,CALDWELL; HAYS,City,"Cities from 50,000 thru 99,999",66157,87,15,102,15,29,44,102,44,146,2.21
2018,TX1210200,Kirbyville,,TX,West South Central,South,JASPER,City,"Cities under 2,500",2093,,,,,,,,,,
2018,TX1290500,Terrell,,TX,West South Central,South,KAUFMAN,City,"Cities from 10,000 thru 24,999",18104,39,6,45,3,13,16,42,19,61,3.37
2018,TX1320000,Kent,,TX,West South Central,South,KENT,County,"Non-MSA counties under 10,000",755,3,0,3,0,3,3,3,3,6,7.95
2018,TX1620000,Maverick,,TX,West South Central,South,MAVERICK,County,"Non-MSA counties from 25,000 thru 99,999",29282,,,,,,,,,,
2018,TX1630000,Medina,,TX,West South Central,South,MEDINA,County,"MSA counties from 25,000 thru 99,999",29796,39,18,57,1,18,19,40,36,76,2.55
2018,TX1680100,Colorado City,,TX,West South Central,South,MITCHELL,City,"Cities from 2,500 thru 9,999",3915,6,0,6,2,6,8,8,6,14,3.58
2018,TX2050500,Taft,,TX,West South Central,South,SAN PATRICIO,City,"Cities from 2,500 thru 9,999",2924,5,0,5,0,0,0,5,0,5,1.71
2018,TX2300300,Ore City,,TX,West South Central,South,UPSHUR,City,"Cities under 2,500",1227,,,,,,,,,,
2018,TX2420000,Wheeler,,TX,West South Central,South,WHEELER,County,"Non-MSA counties under 10,000",3474,,,,,,,,,,
2018,TX0010000,Anderson,,TX,West South Central,South,ANDERSON,County,"Non-MSA counties from 25,000 thru 99,999",38070,,,,,,,,,,
2018,TX0050100,Archer City,,TX,West South Central,South,ARCHER,City,"Cities under 2,500",1742,2,0,2,0,0,0,2,0,2,1.15
2018,TX0080900,Independent School District:,Sealy,TX,West South Central,South,AUSTIN,Other,"Cities under 2,500",0,,,,,,,,,,
2018,TX0200100,Alvin,,TX,West South Central,South,BRAZORIA,City,"Cities from 25,000 thru 49,999",26798,,,,,,,,,,
2018,TX0613700,Bartonville,,TX,West South Central,South,DENTON,City,"Cities under 2,500",1756,,,,,,,,,,
2018,TX0640000,Dimmit,,TX,West South Central,South,DIMMIT,County,"Non-MSA counties from 10,000 thru 24,999",10447,31,16,47,1,18,19,32,34,66,6.32
2018,TX0730200,Marlin,,TX,West South Central,South,FALLS,City,"Cities from 2,500 thru 9,999",5663,,,,,,,,,,
2018,TX0760000,Fisher,,TX,West South Central,South,FISHER,County,"Non-MSA counties under 10,000",3857,,,,,,,,,,
2018,TX0790700,Needville,,TX,West South Central,South,FORT BEND,City,"Cities from 2,500 thru 9,999",3083,,,,,,,,,,
2018,TX0940000,Guadalupe,,TX,West South Central,South,GUADALUPE,County,"MSA counties from 25,000 thru 99,999",47761,85,58,143,12,69,81,97,127,224,4.69
2018,TX1130000,Houston,,TX,West South Central,South,HOUSTON,County,"Non-MSA counties from 10,000 thru 24,999",14976,19,15,34,1,13,14,20,28,48,3.21
2018,TX1290100,Forney,,TX,West South Central,South,KAUFMAN,City,"Cities from 10,000 thru 24,999",21464,28,2,30,1,12,13,29,14,43,2.00
2018,TX1521200,Texas Technical University:,Health and Sciences Center,TX,West South Central,South,LUBBOCK,University or College,"Cities under 2,500",0,,,,,,,,,,
2018,TX1750000,Navarro,,TX,West South Central,South,NAVARRO,County,"Non-MSA counties from 10,000 thru 24,999",23497,,,,,,,,,,
2018,TX2121900,Independent School District:,Tyler,TX,West South Central,South,SMITH,Other,"Cities under 2,500",0,,,,,,,,,,
2018,TX2202100,North Richland Hills,,TX,West South Central,South,TARRANT,City,"Cities from 50,000 thru 99,999",71498,99,23,122,13,54,67,112,77,189,2.64
2018,TX2240000,Throckmorton,,TX,West South Central,South,THROCKMORTON,County,"Non-MSA counties under 10,000",1508,,,,,,,,,,
2018,TX2270800,"Department of Parks and Wildlife Headquarters, Austin",,TX,West South Central,South,N/A,Other State Agency,"Cities under 2,500",0,,,,,,,,,,
2018,TX2280100,Trinity,,TX,West South Central,South,TRINITY,City,"Cities from 2,500 thru 9,999",2758,,,,,,,,,,
2018,TX2462500,Jarrell,,TX,West South Central,South,WILLIAMSON,City,"Cities under 2,500",1643,2,0,2,1,0,1,3,0,3,1.83
2018,TX2500200,Hawkins,,TX,West South Central,South,WOOD,City,"Cities under 2,500",1311,,,,,,,,,,
2018,TX0300000,Callahan,,TX,West South Central,South,CALLAHAN,County,"MSA counties under 10,000",8575,6,1,7,0,8,8,6,9,15,1.75
2018,TX0570500,Cedar Hill,,TX,West South Central,South,ELLIS; DALLAS,City,"Cities from 25,000 thru 49,999",49253,57,9,66,9,16,25,66,25,91,1.85
2018,TX0730000,Falls,,TX,West South Central,South,FALLS,County,"MSA counties under 10,000",9547,,,,,,,,,,
2018,TX0840800,League City,,TX,West South Central,South,HARRIS; GALVESTON,City,"Cities from 100,000 thru 249,999",108275,,,,,,,,,,
2018,TX0921500,Lakeport,,TX,West South Central,South,N/A,City,"Cities under 2,500",0,,,,,,,,,,
2018,TX1120000,Hopkins,,TX,West South Central,South,HOPKINS,County,"Non-MSA counties from 10,000 thru 24,999",19679,23,19,42,1,21,22,24,40,64,3.25
2018,TX1440000,Lee,,TX,West South Central,South,LEE,County,"Non-MSA counties from 10,000 thru 24,999",10874,14,11,25,0,17,17,14,28,42,3.86
2018,TX1551300,West,,TX,West South Central,South,MCLENNAN,City,"Cities from 2,500 thru 9,999",2990,8,0,8,0,0,0,8,0,8,2.68
2018,TX1630900,Lacoste,,TX,West South Central,South,MEDINA,City,"Cities under 2,500",1245,,,,,,,,,,
2018,TX1701800,Woodbranch,,TX,West South Central,South,MONTGOMERY,City,"Cities under 2,500",1379,,,,,,,,,,
2018,TX1740200,Nacogdoches,,TX,West South Central,South,NACOGDOCHES,City,"Cities from 25,000 thru 49,999",33703,60,6,66,5,19,24,65,25,90,2.67
2018,TX1800000,Oldham,,TX,West South Central,South,OLDHAM,County,"MSA counties under 10,000",2117,7,0,7,0,5,5,7,5,12,5.67
2018,TX1810200,Orange,,TX,West South Central,South,ORANGE,City,"Cities from 10,000 thru 24,999",19137,38,2,40,4,12,16,42,14,56,2.93
2018,TX2270100,Austin,,TX,West South Central,South,WILLIAMSON; TRAVIS,City,"Cities from 500,000 thru 999,999",973344,1663,178,1841,188,393,581,1851,571,2422,2.49
2018,TXDEA1400,"Drug Enforcement Administration, San Antonio",,TX,West South Central,South,N/A,Federal,"Cities under 2,500",0,,,,,,,,,,
2018,TXDI00500,Padre Island Ns,,TX,West South Central,South,N/A,Unknown,"Cities under 2,500",0,,,,,,,,,,
2018,TX0030100,Diboll,,TX,West South Central,South,ANGELINA,City,"Cities from 2,500 thru 9,999",5289,15,1,16,0,4,4,15,5,20,3.78
2018,TX0050200,Holliday,,TX,West South Central,South,ARCHER,City,"Cities under 2,500",1718,,,,,,,,,,
2018,TX0130100,Beeville,,TX,West South Central,South,BEE,City,"Cities from 10,000 thru 24,999",12951,17,1,18,0,6,6,17,7,24,1.85
2018,TX0700600,Milford,,TX,West South Central,South,ELLIS,City,"Cities under 2,500",750,3,0,3,0,0,0,3,0,3,4.00
2018,TX0710100,Anthony,,TX,West South Central,South,EL PASO,City,"Cities from 2,500 thru 9,999",5761,,,,,,,,,,
2018,TX0710200,El Paso,,TX,West South Central,South,EL PASO,City,"Cities from 500,000 thru 999,999",688442,959,76,1035,144,162,306,1103,238,1341,1.95
2018,TX0740600,Leonard,,TX,West South Central,South,FANNIN,City,"Cities under 2,500",2005,,,,,,,,,,
2018,TX0750900,Carmine,,TX,West South Central,South,FAYETTE,City,"Cities under 2,500",256,,,,,,,,,,
2018,TX0810100,Fairfield,,TX,West South Central,South,FREESTONE,City,"Cities from 2,500 thru 9,999",2913,5,0,5,1,4,5,6,4,10,3.43
2018,TX1010100,Baytown,,TX,West South Central,South,CHAMBERS; HARRIS,City,"Cities from 50,000 thru 99,999",77539,,,,,,,,,,
2018,TX1070700,Gun Barrel City,,TX,West South Central,South,HENDERSON,City,"Cities from 2,500 thru 9,999",6165,,,,,,,,,,
2018,TX1070700,Gun Barrel City,,TX,West South Central,South,HENDERSON,City,"Cities from 2,500 thru 9,999",6165,,,,,,,,,,
2018,TX1200200,Ganado,,TX,West South Central,South,JACKSON,City,"Cities under 2,500",2081,,,,,,,,,,
2018,TX1230600,Pear Ridge,,TX,West South Central,South,JEFFERSON,City,"Cities under 2,500",0,,,,,,,,,,
2018,TX1770400,Texas State Technical College:,West Texas,TX,West South Central,South,NOLAN,University or College,"Cities under 2,500",0,6,0,6,0,0,0,6,0,6,
2018,TX1781700,Driscoll,,TX,West South Central,South,NUECES,City,"Cities under 2,500",747,4,0,4,0,1,1,4,1,5,6.69
2018,TX2050200,Mathis,,TX,West South Central,South,SAN PATRICIO,City,"Cities from 2,500 thru 9,999",4797,,,,,,,,,,
2018,TX2330000,Val Verde,,TX,West South Central,South,VAL VERDE,County,"Non-MSA counties from 10,000 thru 24,999",13092,39,5,44,8,15,23,47,20,67,5.12
2018,TX2462400,Liberty Hill,,TX,West South Central,South,WILLIAMSON,City,"Cities under 2,500",2119,10,0,10,0,1,1,10,1,11,5.19
2018,TXDI00600,Amistad Ra,,TX,West South Central,South,N/A,Unknown,"Cities under 2,500",0,,,,,,,,,,
2018,TXDPS3400,"Department of Public Safety, McAllen",,TX,West South Central,South,HIDALGO,Other State Agency,"Cities under 2,500",0,,,,,,,,,,
2018,TX0152300,Somerset,,TX,West South Central,South,BEXAR,City,"Cities under 2,500",1893,3,0,3,1,0,1,4,0,4,2.11
2018,TX0310600,Port Isabel,,TX,West South Central,South,CAMERON,City,"Cities from 2,500 thru 9,999",5064,,,,,,,,,,
2018,TX0312200,Cameron County Park Rangers,,TX,West South Central,South,CAMERON,Other,"MSA counties under 10,000",0,,,,,,,,,,
2018,TX0313300,Indian Lake,,TX,West South Central,South,CAMERON,City,"Cities under 2,500",860,,,,,,,,,,
2018,TX0841900,Jamaica Beach,,TX,West South Central,South,GALVESTON,City,"Cities under 2,500",1088,,,,,,,,,,
2018,TX0930000,Grimes,,TX,West South Central,South,GRIMES,County,"Non-MSA counties from 10,000 thru 24,999",20542,43,0,43,14,2,16,57,2,59,2.87
2018,TX0960000,Hall,,TX,West South Central,South,HALL,County,"Non-MSA counties under 10,000",830,,,,,,,,,,
2018,TX1040200,Rule,,TX,West South Central,South,HASKELL,City,"Cities under 2,500",614,,,,,,,,,,
2018,TX1090600,Whitney,,TX,West South Central,South,HILL,City,"Cities under 2,500",2146,,,,,,,,,,
2018,TX1200100,Edna,,TX,West South Central,South,JACKSON,City,"Cities from 2,500 thru 9,999",5811,8,0,8,1,2,3,9,2,11,1.89
2018,TX1280000,Karnes,,TX,West South Central,South,KARNES,County,"Non-MSA counties under 10,000",8516,25,12,37,4,20,24,29,32,61,7.16
2018,TX1420100,Cotulla,,TX,West South Central,South,LA SALLE,City,"Cities from 2,500 thru 9,999",4266,,,,,,,,,,
2018,TX1490700,George West,,TX,West South Central,South,LIVE OAK,City,"Cities from 2,500 thru 9,999",2601,5,0,5,2,1,3,7,1,8,3.08
2018,TX1521100,Ransom Canyon,,TX,West South Central,South,LUBBOCK,City,"Cities under 2,500",1126,,,,,,,,,,
2018,TX1640000,Menard,,TX,West South Central,South,MENARD,County,"Non-MSA counties under 10,000",2103,,,,,,,,,,
2018,TX1840700,"Reno, Parker County",,TX,West South Central,South,TARRANT; PARKER,City,"Cities from 2,500 thru 9,999",2971,,,,,,,,,,
2018,TX1920000,Reagan,,TX,West South Central,South,REAGAN,County,"Non-MSA counties under 10,000",3754,,,,,,,,,,
2018,TX2272400,Independent School District:,Austin,TX,West South Central,South,TRAVIS,Other,"Cities under 2,500",0,64,20,84,11,12,23,75,32,107,
2018,TX2461800,Thrall,,TX,West South Central,South,WILLIAMSON,City,"Cities under 2,500",951,1,0,1,0,0,0,1,0,1,1.05
2018,TXDEA1300,"Drug Enforcement Administration, McAllen",,TX,West South Central,South,N/A,Federal,"Cities under 2,500",0,,,,,,,,,,
2018,TX0270600,Bertram,,TX,West South Central,South,BURNET,City,"Cities under 2,500",1454,4,0,4,0,0,0,4,0,4,2.75
2018,TX0290000,Calhoun,,TX,West South Central,South,CALHOUN,County,"Non-MSA counties under 10,000",7311,,,,,,,,,,
2018,TX0371100,Wells,,TX,West South Central,South,CHEROKEE,City,"Cities under 2,500",816,,,,,,,,,,
2018,TX0390100,Henrietta,,TX,West South Central,South,CLAY,City,"Cities from 2,500 thru 9,999",3043,,,,,,,,,,
2018,TX0410000,Coke,,TX,West South Central,South,COKE,County,"Non-MSA counties under 10,000",3295,,,,,,,,,,
2018,TX0710400,University of Texas:,El Paso,TX,West South Central,South,EL PASO,University or College,"Cities under 2,500",0,,,,,,,,,,
2018,TX0791600,Independent School District:,Fort Bend,TX,West South Central,South,FORT BEND,Other,"Cities under 2,500",0,,,,,,,,,,
2018,TX1081300,San Juan,,TX,West South Central,South,HIDALGO,City,"Cities from 25,000 thru 49,999",37398,,,,,,,,,,
2018,TX1400300,Littlefield,,TX,West South Central,South,LAMB,City,"Cities from 2,500 thru 9,999",5934,12,0,12,1,7,8,13,7,20,3.37
2018,TX1400300,Littlefield,,TX,West South Central,South,LAMB,City,"Cities from 2,500 thru 9,999",5934,12,0,12,1,7,8,13,7,20,3.37
2018,TX1631000,Natalia,,TX,West South Central,South,MEDINA,City,"Cities under 2,500",1567,,,,,,,,,,
2018,TX1751300,Independent School District: ,Corsicana,TX,West South Central,South,NAVARRO,Other,"Cities under 2,500",0,8,1,9,3,2,5,11,3,14,
2018,TX1781600,Independent School District:,Corpus Christi,TX,West South Central,South,NUECES,Other,"Cities under 2,500",0,32,10,42,10,14,24,42,24,66,
2018,TX1890100,Marfa,,TX,West South Central,South,PRESIDIO,City,"Cities under 2,500",1742,,,,,,,,,,
2018,TX2120000,Smith,,TX,West South Central,South,SMITH,County,"MSA counties 100,000 or over",102318,126,100,226,39,90,129,165,190,355,3.47
2018,TX2410100,El Campo,,TX,West South Central,South,WHARTON,City,"Cities from 10,000 thru 24,999",11764,24,4,28,3,11,14,27,15,42,3.57
2018,TX2500300,Mineola,,TX,West South Central,South,WOOD,City,"Cities from 2,500 thru 9,999",4713,,,,,,,,,,
2018,TXCBP3000,"U.S. Customs and Border Protection, McAllen",,TX,West South Central,South,N/A,Federal,"Cities under 2,500",0,,,,,,,,,,
2018,TX0170000,Borden,,TX,West South Central,South,BORDEN,County,"Non-MSA counties under 10,000",675,2,0,2,0,1,1,2,1,3,4.44
2018,TX0390000,Clay,,TX,West South Central,South,CLAY,County,"MSA counties from 10,000 thru 24,999",10348,12,5,17,2,4,6,14,9,23,2.22
2018,TX0450000,Colorado,,TX,West South Central,South,COLORADO,County,"Non-MSA counties from 10,000 thru 24,999",11651,,,,,,,,,,
2018,TX0560000,Dallam,,TX,West South Central,South,DALLAM,County,"Non-MSA counties under 10,000",1569,,,,,,,,,,
2018,TX0572400,University Park,,TX,West South Central,South,DALLAS,City,"Cities from 25,000 thru 49,999",25516,32,3,35,7,11,18,39,14,53,2.08
2018,TX0575000,Hospital District:,Dallas County,TX,West South Central,South,DALLAS,Other,"Cities under 2,500",0,78,35,113,13,31,44,91,66,157,
2018,TX0611200,Flower Mound,,TX,West South Central,South,TARRANT; DENTON,City,"Cities from 50,000 thru 99,999",78542,87,13,100,7,25,32,94,38,132,1.68
2018,TX0630100,Spur,,TX,West South Central,South,DICKENS,City,"Cities under 2,500",1187,,,,,,,,,,
2018,TX0711300,Independent School District:,El Paso,TX,West South Central,South,EL PASO,Other,"Cities under 2,500",0,41,8,49,3,4,7,44,12,56,
2018,TX1015700,Houston Metropolitan Transit Authority,,TX,West South Central,South,HARRIS,Other,"Cities under 2,500",0,,,,,,,,,,
2018,TX1081000,Mission,,TX,West South Central,South,HIDALGO,City,"Cities from 50,000 thru 99,999",85368,,,,,,,,,,
2018,TX1160000,Hunt,,TX,West South Central,South,HUNT,County,"MSA counties from 25,000 thru 99,999",50608,43,1,44,2,15,17,45,16,61,1.21
2018,TX1180000,Irion,,TX,West South Central,South,IRION,County,"MSA counties under 10,000",1500,,,,,,,,,,
2018,TX1270500,Hawley,,TX,West South Central,South,JONES,City,"Cities under 2,500",617,,,,,,,,,,
2018,TX1290000,Kaufman,,TX,West South Central,South,KAUFMAN,County,"MSA counties from 25,000 thru 99,999",74563,85,81,166,8,78,86,93,159,252,3.38
2018,TX1430300,Yoakum,,TX,West South Central,South,DEWITT; LAVACA,City,"Cities from 2,500 thru 9,999",5983,10,1,11,2,4,6,12,5,17,2.84
2018,TX1530200,Tahoka,,TX,West South Central,South,LYNN,City,"Cities from 2,500 thru 9,999",2617,4,0,4,0,0,0,4,0,4,1.53
2018,TX1870400,Corrigan,,TX,West South Central,South,POLK,City,"Cities under 2,500",1581,12,0,12,1,5,6,13,5,18,11.39
2018,TX2040200,San Jacinto County Constable's Office,,TX,West South Central,South,SAN JACINTO,Other,"Cities under 2,500",0,,,,,,,,,,
2018,TX2120800,Tyler Junior College,,TX,West South Central,South,SMITH,University or College,"Cities under 2,500",0,,,,,,,,,,
2018,TX2201400,Haltom City,,TX,West South Central,South,TARRANT,City,"Cities from 25,000 thru 49,999",44708,60,1,61,9,4,13,69,5,74,1.66
2018,TX2280000,Trinity,,TX,West South Central,South,TRINITY,County,"Non-MSA counties from 10,000 thru 24,999",11860,11,2,13,0,4,4,11,6,17,1.43
2018,TXCBP3500,"U.S. Border Patrol, Eagle Pass",,TX,West South Central,South,N/A,Federal,"Cities under 2,500",0,,,,,,,,,,
2018,TXDI01200,Ysleta del Sur Pueblo Tribal,,TX,West South Central,South,N/A,Tribal,"Cities under 2,500",0,,,,,,,,,,
2018,TXHPD0000,Houston,,TX,West South Central,South,MONTGOMERY; FORT BEND; HARRIS,City,"Cities 1,000,000 or over",2344966,4365,316,4681,864,713,1577,5229,1029,6258,2.67
2018,TX0460700,Garden Ridge,,TX,West South Central,South,COMAL,City,"Cities from 2,500 thru 9,999",4055,12,0,12,1,1,2,13,1,14,3.45
2018,TX0460800,Bulverde,,TX,West South Central,South,COMAL,City,"Cities from 2,500 thru 9,999",5257,16,0,16,0,1,1,16,1,17,3.23
2018,TX0510000,Cottle,,TX,West South Central,South,COTTLE,County,"Non-MSA counties under 10,000",290,,,,,,,,,,
2018,TX0510100,Paducah,,TX,West South Central,South,COTTLE,City,"Cities under 2,500",1076,1,0,1,0,0,0,1,0,1,0.93
2018,TX0630000,Dickens,,TX,West South Central,South,DICKENS,County,"Non-MSA counties under 10,000",984,3,1,4,0,2,2,3,3,6,6.10
2018,TX1011800,Shoreacres,,TX,West South Central,South,HARRIS,City,"Cities under 2,500",1624,,,,,,,,,,
2018,TX1015300,Harris County Constable's Office,,TX,West South Central,South,HARRIS,Other,"Cities under 2,500",0,,,,,,,,,,
2018,TX1017600,St. Thomas University,,TX,West South Central,South,HARRIS,University or College,"Cities under 2,500",0,,,,,,,,,,
2018,TX1110300,Tolar,,TX,West South Central,South,HOOD,City,"Cities under 2,500",949,,,,,,,,,,
2018,TX1230800,Port Neches,,TX,West South Central,South,JEFFERSON,City,"Cities from 10,000 thru 24,999",12881,18,1,19,2,2,4,20,3,23,1.79
2018,TX1330000,Kerr,,TX,West South Central,South,KERR,County,"Non-MSA counties from 25,000 thru 99,999",26487,46,29,75,5,27,32,51,56,107,4.04
2018,TX1370100,Kingsville,,TX,West South Central,South,KLEBERG,City,"Cities from 25,000 thru 49,999",25383,,,,,,,,,,
2018,TX1610100,Bay City,,TX,West South Central,South,MATAGORDA,City,"Cities from 10,000 thru 24,999",17517,,,,,,,,,,
2018,TX1701500,Stagecoach,,TX,West South Central,South,MONTGOMERY,City,"Cities under 2,500",600,,,,,,,,,,
2018,TX1720200,Lone Star,,TX,West South Central,South,MORRIS,City,"Cities under 2,500",1497,,,,,,,,,,
2018,TX2140300,Roma,,TX,West South Central,South,STARR,City,"Cities from 10,000 thru 24,999",11506,29,8,37,2,3,5,31,11,42,3.65
2018,TX2202700,Westover Hills,,TX,West South Central,South,TARRANT,City,"Cities under 2,500",701,10,1,11,2,3,5,12,4,16,22.82
2018,TX2250100,Mount Pleasant,,TX,West South Central,South,TITUS,City,"Cities from 10,000 thru 24,999",16291,23,3,26,6,10,16,29,13,42,2.58
2018,TX0200400,Danbury,,TX,West South Central,South,BRAZORIA,City,"Cities under 2,500",1777,,,,,,,,,,
2018,TX0313400,Port of Brownsville,,TX,West South Central,South,CAMERON,Other,"Cities under 2,500",0,12,6,18,0,2,2,12,8,20,
2018,TX0380000,Childress,,TX,West South Central,South,CHILDRESS,County,"Non-MSA counties under 10,000",979,,,,,,,,,,
2018,TX0574400,Mountain View College,,TX,West South Central,South,DALLAS,University or College,"Cities under 2,500",0,,,,,,,,,,
2018,TX0660300,Freer,,TX,West South Central,South,DUVAL,City,"Cities from 2,500 thru 9,999",2667,,,,,,,,,,
2018,TX0680000,Ector,,TX,West South Central,South,ECTOR,County,"MSA counties from 25,000 thru 99,999",42299,,,,,,,,,,
2018,TX1010900,Humble,,TX,West South Central,South,HARRIS,City,"Cities from 10,000 thru 24,999",16122,,,,,,,,,,
2018,TX1017200,Independent School District:,Pasadena,TX,West South Central,South,HARRIS,Other,"Cities under 2,500",0,30,1,31,4,7,11,34,8,42,
2018,TX1021300,Independent School District:,Hallsville,TX,West South Central,South,HARRISON,Other,"Cities under 2,500",0,5,0,5,0,0,0,5,0,5,
2018,TX1030000,Hartley,,TX,West South Central,South,HARTLEY,County,"Non-MSA counties under 10,000",2912,5,0,5,1,1,2,6,1,7,2.40
2018,TX1380300,Munday,,TX,West South Central,South,KNOX,City,"Cities under 2,500",1287,,,,,,,,,,
2018,TX1530500,O'Donnell,,TX,West South Central,South,DAWSON; LYNN,City,"Cities under 2,500",823,,,,,,,,,,
2018,TX1850200,Friona,,TX,West South Central,South,PARMER,City,"Cities from 2,500 thru 9,999",3881,,,,,,,,,,
2018,TX2010000,Rusk,,TX,West South Central,South,RUSK,County,"MSA counties from 25,000 thru 99,999",32392,39,11,50,4,24,28,43,35,78,2.41
2018,TX2141000,Independent School District:,Rio Grande City,TX,West South Central,South,STARR,Other,"Cities under 2,500",0,15,46,61,3,14,17,18,60,78,
2018,TX2201000,Everman,,TX,West South Central,South,TARRANT,City,"Cities from 2,500 thru 9,999",6382,13,1,14,1,3,4,14,4,18,2.82
2018,TX2210100,Abilene,,TX,West South Central,South,JONES; TAYLOR,City,"Cities from 100,000 thru 249,999",122480,187,13,200,15,53,68,202,66,268,2.19
2018,TX2230000,Terry,,TX,West South Central,South,TERRY,County,"Non-MSA counties under 10,000",2986,8,13,21,2,10,12,10,23,33,11.05
2018,TX2450800,Independent School District:,Lyford,TX,West South Central,South,WILLACY,Other,"Cities under 2,500",0,,,,,,,,,,
2018,TX0140900,Central Texas College,,TX,West South Central,South,BELL,University or College,"Cities under 2,500",0,4,0,4,2,1,3,6,1,7,
2018,TX0575900,St. Paul Medical Center,,TX,West South Central,South,DALLAS,Other,"Cities under 2,500",0,,,,,,,,,,
2018,TX0610600,Lewisville,,TX,West South Central,South,DALLAS; DENTON,City,"Cities from 100,000 thru 249,999",107560,130,28,158,14,45,59,144,73,217,2.02
2018,TX0700700,Palmer,,TX,West South Central,South,ELLIS,City,"Cities under 2,500",2083,,,,,,,,,,
2018,TX0960100,Memphis,,TX,West South Central,South,HALL,City,"Cities under 2,500",2062,,,,,,,,,,
2018,TX1170100,Borger,,TX,West South Central,South,HUTCHINSON,City,"Cities from 10,000 thru 24,999",12675,28,0,28,3,2,5,31,2,33,2.60
2018,TX1630200,Devine,,TX,West South Central,South,MEDINA,City,"Cities from 2,500 thru 9,999",4876,,,,,,,,,,
2018,TX1990300,Heath,,TX,West South Central,South,ROCKWALL,City,"Cities from 2,500 thru 9,999",8938,,,,,,,,,,
2018,TX2202300,River Oaks,,TX,West South Central,South,TARRANT,City,"Cities from 2,500 thru 9,999",7743,16,4,20,2,8,10,18,12,30,3.87
2018,TX2210000,Taylor,,TX,West South Central,South,TAYLOR,County,"MSA counties from 10,000 thru 24,999",15848,73,82,155,9,69,78,82,151,233,14.70
2018,TX2350000,Victoria,,TX,West South Central,South,VICTORIA,County,"MSA counties from 10,000 thru 24,999",24827,86,41,127,21,40,61,107,81,188,7.57
2018,TX0270700,Granite Shoals,,TX,West South Central,South,BURNET,City,"Cities from 2,500 thru 9,999",5144,6,1,7,2,0,2,8,1,9,1.75
2018,TX0310300,Harlingen,,TX,West South Central,South,CAMERON,City,"Cities from 50,000 thru 99,999",65525,123,23,146,11,21,32,134,44,178,2.72
2018,TX0311300,South Padre Island,,TX,West South Central,South,CAMERON,City,"Cities from 2,500 thru 9,999",2830,,,,,,,,,,
2018,TX0380100,Childress,,TX,West South Central,South,CHILDRESS,City,"Cities from 2,500 thru 9,999",6068,,,,,,,,,,
2018,TX0571600,Kleburg,,TX,West South Central,South,DALLAS,City,"Cities under 2,500",0,,,,,,,,,,
2018,TX0750000,Fayette,,TX,West South Central,South,FAYETTE,County,"Non-MSA counties from 10,000 thru 24,999",16255,26,11,37,1,11,12,27,22,49,3.01
2018,TX1000100,Kountze,,TX,West South Central,South,HARDIN,City,"Cities under 2,500",2111,,,,,,,,,,
2018,TX1016600,"Lakeview, Harrison County",,TX,West South Central,South,HARRIS,City,"Cities from 2,500 thru 9,999",6388,10,0,10,2,1,3,12,1,13,2.04
2018,TX1016900,Port of Houston Authority,,TX,West South Central,South,HARRIS,Other,"Cities under 2,500",0,32,4,36,7,9,16,39,13,52,
2018,TX1051200,Buda,,TX,West South Central,South,HAYS,City,"Cities from 10,000 thru 24,999",18028,17,0,17,2,2,4,19,2,21,1.16
